DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta
50.24,18.21,1.92,2.56,11.29,18.73,7.37,14.51,30.92,1.94E+11,1.94E+11,14.96,2.32,2.28,10.15,2.28,41790000000,10.15,9410000000,3.26,16.1,1.5,3990000000,1.46,33110000000,0.86,23.38,13090000000,0.33
50.24,19.95,2.04,2.72,11.29,18.73,7.37,14.51,30.92,2.09E+11,2.09E+11,16.65,2.6,2.45,10.9,2.45,41790000000,10.9,9410000000,3.26,16.1,1.5,3990000000,1.46,33110000000,0.86,23.38,13090000000,0.32
46.5,18.75,2.29,3.07,12.85,19.02,7.35,14.11,30.42,2.16E+11,2.16E+11,16.21,2.15,2.58,11.27,2.58,41290000000,11.27,8910000000,3.66,44.7,1.2,4440000000,1.61,29780000000,0.88,22.65,13280000000,0.27
49.65,17.18,2.48,3.16,15.5,19.77,7.51,17.51,30.36,2.33E+11,2.33E+11,17.24,2.3,2.8,11.87,2.8,41290000000,11.87,11170000000,4.41,140.1,2,6970000000,2.55,33430000000,0.98,23.99,14410000000,0.3
49.65,17.5,2.69,3.42,15.5,19.77,7.51,17.51,30.36,2.50E+11,2.50E+11,17.69,2.5,3,12.72,3,41290000000,12.72,11170000000,4.41,140.1,2,6970000000,2.55,33430000000,0.98,23.99,14410000000,0.31
45.91,20.18,2.52,3.17,13.44,18.71,7.25,17.18,30.69,2.39E+11,2.39E+11,16.68,2.25,2.84,12.75,2.84,41740000000,12.75,11070000000,3.86,48.4,2.2,5950000000,2.17,31540000000,0.8,24.41,14870000000,0.34
31.58,9.95,0.74,1.79,7.61,11.96,5.3,18.48,23.59,11890000000,11890000000,10.67,1.66,0.77,6.19,0.77,1730000000,6.19,1170000000,1.78,15.7,5.1,1490000000,2.32,2000000000,0.87,9.88,11890000000,0.89
33.67,15.51,0.84,2.27,5.49,8.75,4.15,15.08,28.88,14530000000,14530000000,14.57,1.82,0.84,8.99,0.84,1490000000,8.99,953300000,1.57,19.8,7.5,2430000000,4.03,2150000000,0.95,10.59,1710000000,0.59
0.406,23.84,0.94,2.28,3.98,5.64,4.54,10.11,57.246,6470000000,7310000000,16.01,1.48,1.08,10.18,1.08,1100000000,10.18,269390000,2.271,50.8,4.3,169960000,1.42,1130000000,1.872,23.341999,735810000,1.059
0.317,20.88,1.19,2.85,5.65,8.01,6.91,14.87,62.491,8800000000,9500000000,13.7,1.23,1.27,10.33,1.27,1360000000,10.33,421880000,3.528,76.2,10.9,290720000,2.43,988180000,2.189,26.084999,678210000,1.135
0.316,16.74,1.05,2.51,6.16,8.68,7.63,15.94,64.67,7960000000,8780000000,12.32,1.19,1.13,8.79,1.13,1360000000,8.79,477710000,3.98,76.2,10.9,116860000,0.98,1070000000,2.117,26.084999,678210000,1.121
0.316,15.22,0.94,2.15,6.16,8.68,7.64,15.94,64.67,7280000000,8230000000,11.81,1.18,1.06,8.24,1.06,1360000000,8.24,477710000,3.98,76.2,10.9,116860000,0.97,1070000000,2.117,28.188,620200000,1.067
33.26,15.42,1.24,2.65,8.35,12.18,8.41,19.18,72.54,15600000000,15600000000,12.31,1.27,1.33,8.83,1.33,2150000000,8.83,979100000,5.94,81.7,23.9,1110000000,6.83,1860000000,2,33.8,15600000000,1.33
34.17,12.31,1.01,2.57,8.62,12.43,9.42,21.89,80.23,14210000000,14210000000,10.35,1.88,1.12,7.38,1.12,2960000000,7.38,1100000000,6.76,20.2,14.3,424350000,2.81,1750000000,1.79,33.21,14210000000,1.36
55.87,14.64,1.08,2.6,7.53,11.08,7.64,17.82,86.94,15380000000,15380000000,12.78,2.41,1.18,8.7,1.18,3190000000,8.7,979230000,6.43,17.8,2.5,1680000000,11.24,3020000000,1.49,36.24,1240000000,1.62
55.97,46.47,1.75,2.01,3.77,9.23,3.17,4.23,18.53,4450000000,4450000000,13.57,1.38,2.11,13.9,2.11,963210000,13.9,78650000,0.7,42.7,1.1,125870000,1.1,1030000000,1.56,15.99,147560000,1.05
0.52,20.28,1.71,2.88,8.56,11.17,7.32,14.99,13.963,3030000000,3410000000,14.97,1.49,1.92,15.61,1.92,803600000,15.61,151590000,1.196,40.9,25,207280000,1.66,548170000,2.731,8.421,219450000,1.003
0.52,23.34,1.94,3.29,8.56,11.17,7.32,14.99,13.972,3440000000,3780000000,17.25,1.75,2.14,17.33,2.14,871630000,17.33,151570000,1.197,46.9,9.7,207280000,1.68,548170000,2.555,8.502,191950000,1.105
0.532,23.21,1.86,3.11,8.2,10.72,7.08,14.28,14.333,3390000000,3750000000,16.85,1.52,2.07,17.39,2.07,871630000,17.39,148600000,1.176,46.9,9.7,208390000,1.68,574260000,2.586,8.711,191950000,1.174
0.531,21.98,1.83,2.97,8.41,11.07,7.27,14.53,14.718,3370000000,3760000000,16.77,1.59,2.03,16.57,2.03,871630000,16.57,155790000,1.24,46.9,9.7,227140000,1.83,606560000,2.784,9.179,183090000,1.154
0.531,21.76,1.83,2.96,8.41,11.07,7.27,14.53,14.718,3350000000,3760000000,16.71,1.59,2.03,16.48,2.03,871630000,16.48,155790000,1.24,46.9,9.7,227140000,1.83,606560000,2.784,9.182,199570000,1.154
41.67,13.14,2.73,4.29,21.77,17.18,8.61,19.29,23.27,6910000000,6910000000,18.49,1.46,2.59,11.36,2.59,1380000000,11.36,316130000,5.01,9.4,3.5,870230000,7.82,709910000,2.54,15.31,360250000,1.47
486.02,15.13,4.07,58.26,27.76,43.42,22.62,178.87,17.11,1.38E+11,1.38E+11,13.63,1.17,4.54,9.72,4.54,17500000000,9.72,8410000000,4.71,30.5,26.4,3390000000,1.95,17760000000,0.94,1.22,1.38E+11,0.92
51.9,17.43,4.66,633.31,27.63,43.22,23.82,257.96,17.66,1.62E+11,1.62E+11,14.33,1.28,5.2,11.19,5.2,20420000000,11.19,8540000000,4.85,7.6,9,2550000000,1.48,18540000000,1,0.13,10530000000,0.82
290.46,16.73,4.52,295.38,27.82,43.55,24.02,256.04,18.22,1.61E+11,1.61E+11,14.36,1.49,5.07,10.87,5.07,20420000000,10.87,8780000000,5.04,12.6,9.7,3580000000,2.1,20840000000,1,0.07,10030000000,0.92
0.508,31,1.85,2.89,6.02,10.85,4.19,10,22.379,4220000000,4920000000,17.58,1.51,2.16,15.98,2.16,679040000,15.98,137020000,1.35,8.8,5.6,31500000,0.31,736100000,1.573,14.476,282310000,0.937
0.508,31.25,1.84,2.87,6.02,10.85,4.19,10,22.379,4250000000,4950000000,17.73,1.52,2.17,16.09,2.17,679040000,16.09,137020000,1.35,8.8,5.6,31500000,0.31,736110000,1.573,14.476,282310000,0.937
59.13,17.44,1.11,1.7,6.42,11.24,5.31,9.83,34.09,5010000000,5010000000,13.48,1.27,1.5,10.53,1.5,930640000,10.53,217010000,2.16,7.2,15.1,52670000,0.53,1360000000,1.78,22.15,5010000000,1.06
1.101,15.49,1.3,1.3,8.46,17.47,2.62,8.64,31.064,3720000000,6840000000,12.96,3.83,2.41,7.35,2.41,1650000000,7.35,240190000,2.628,61,6.8,19190000,0.21,3140000000,0.557,31.200001,946780000,0.261
1.15,14.97,1.33,1.33,8.9,16.84,2.74,9.08,31.5,3840000000,6890000000,13.17,4.15,2.39,7.52,2.39,1650000000,7.52,256360000,2.805,61,6.8,271820000,2.98,3330000000,0.977,31.698,978050000,0.258
1.106,17.61,1.52,1.4,8.6,18.21,2.44,8.16,29.967,4160000000,7080000000,14.28,4.55,2.58,7.84,2.58,1650000000,7.84,235670000,2.579,61,6.8,373060000,4.07,3290000000,0.846,32.507,927260000,0.253
2.012,14.73,0.5,1.16,3.34,9.93,1.78,7.85,41.38,3510000000,9730000000,13.21,4.03,1.37,8.52,1.37,1300000000,8.52,237000000,1.382,46.1,68.1,83900000,0.49,6300000000,0.841,17.775999,552000000,0.232
2.012,14.79,0.49,1.14,3.34,9.93,1.78,7.85,41.38,3530000000,9750000000,13.45,4.67,1.37,8.54,1.37,1300000000,8.54,237000000,1.382,46.1,68.1,83900000,0.49,6300000000,0.841,17.775999,552000000,0.225
1.726,20.79,0.61,1.24,2.72,9.07,1.42,6.12,40.641,4280000000,10210000000,14.99,3.85,1.45,9.51,1.45,1300000000,9.51,190700000,1.1,46.1,68.1,69000000,0.37,6020000000,0.829,18.243999,616200000,0.266
1.729,14.77,0.58,1.24,3.58,10.59,1.92,8.15,40.847,4150000000,10060000000,14.12,3.75,1.39,8.35,1.39,1490000000,8.35,259200000,1.49,127.9,0.7,29600000,0.16,5910000000,0.851,17.875,734600000,0.182
110.46,137.68,0.62,1.03,0.45,9.47,2.76,3.27,31.43,9070000000,9070000000,15.04,2.3,1.29,8.55,1.29,1380000000,8.55,139000000,0.14,19.5,8.1,20000000,0.09,4680000000,0.98,18.79,9070000000,0.52
124.34,17.68,0.97,1.11,5.61,12.68,2.62,6.49,22.19,10550000000,10550000000,17.4,5.18,2.08,9.6,2.08,1520000000,9.6,285000000,1.24,126.3,9.5,25000000,0.11,5530000000,0.49,19.33,592000000,0.21
0.378,18.58,1.31,3.48,7.79,11.17,8.49,20.72,54.988,12650000000,13290000000,13.91,1.91,1.4,8.62,1.4,3510000000,8.62,683000000,3.95,38.3,8.6,709000000,4.12,1350000000,1.825,20.767,1020000000,0.816
0.378,17.93,1.27,3.39,7.79,11.17,8.49,20.72,54.988,12210000000,12760000000,13.18,1.71,1.34,8.28,1.34,3510000000,8.28,683000000,3.95,38.3,8.6,709000000,4.12,1350000000,1.825,20.767,1020000000,0.805
106.21,20.3,1.12,4.12,5.73,10.18,5.85,22.7,81.6,17100000000,17100000000,13.66,1.66,1.27,9.31,1.27,5210000000,9.31,769000000,4.63,44.4,8.4,1980000000,12.32,4070000000,1.95,22.68,17100000000,1.3
86.85,11.61,0.82,2.92,7.21,11.17,7,29.04,88.96,14070000000,14070000000,10,0.86,0.98,6.79,0.98,5210000000,6.79,1040000000,6.34,25,15.3,1240000000,7.9,3720000000,1.85,25.74,14070000000,1.35
94.52,12.63,0.89,3.56,7.35,11.32,7.28,30,92.43,15440000000,15440000000,11.82,1.03,1.05,7.22,1.05,5210000000,7.22,1080000000,6.71,18.7,11.2,1340000000,8.67,3690000000,1.83,23.71,1390000000,1.54
67.47,7,1.46,4.62,21.96,12.53,7.88,31.18,100.17,22740000000,22740000000,16.97,2.1,1.5,9.6,1.5,6130000000,9.6,1210000000,21.99,438.5,0.1,2380000000,16.68,3400000000,2.07,33.56,1700000000,1.22
1.885,12.47,1.79,2.42,13.96,24.42,4.61,21.75,31.004,10060000000,17290000000,13.18,2.82,3.06,8.49,3.06,2480000000,8.49,778000000,4.269,166.9,2.9,778000000,4.12,7950000000,1.009,22.038,1380000000,0.609
1.816,14.11,1.69,2.31,12.22,23.86,4.07,18.27,31.398,10040000000,17270000000,11.96,2.6,2.97,8.4,2.97,4120000000,8.4,700000000,3.76,4.9,4,616000000,3.26,7790000000,1.004,22.42,1440000000,0.633
1.782,15,1.79,2.45,11.88,22.91,3.96,17.07,31.294,10400000000,17650000000,12.4,2.72,2.99,8.73,2.99,4120000000,8.73,690000000,3.66,4.9,4,754000000,3.97,7790000000,0.964,22.756001,1440000000,0.705
154.92,11.69,1.89,1.57,12.93,25.67,4.69,15.07,18.4,28290000000,28290000000,11.23,106.8,3.36,9.31,3.36,2660000000,9.31,1110000000,2.36,60.4,3.2,1240000000,2.16,13630000000,1.17,17.6,28290000000,0.43
162.85,11.46,1.66,1.59,13.45,27.22,5.22,14.11,19.71,34040000000,34040000000,12.29,3.08,3.28,8.64,3.28,2660000000,8.64,1370000000,2.64,79,43.2,1530000000,2.64,18100000000,1.19,18.78,34040000000,0.27
167.37,10.65,1.56,1.49,13.45,26.52,5.08,14.11,19.71,33270000000,33270000000,11.51,1.27,3.21,8.6,3.21,2660000000,8.6,1370000000,2.64,79,43.2,1530000000,2.64,18600000000,1.19,18.77,2180000000,0.31
192.12,12.62,1.56,1.82,12.42,25.43,4.53,14.24,21.17,38250000000,38250000000,15.12,5.04,3.11,8.67,3.11,4130000000,8.67,1520000000,2.6,20.9,23.6,901000000,1.55,20170000000,0.9,18.01,2760000000,0.15
0.017,23.81,1.46,2.35,6.42,9.71,7.87,10.99,12.632,1380000000,1180000000,18.93,1.89,1.28,9.9,1.28,267960000,9.9,59240000,0.81,49.1,8.7,179240000,2.5,9760000,2.871,8.036,57120000,0.723
62.5,25.72,3.37,5.22,12.9,19.72,9.83,21.54,36.32,12340000000,12340000000,18.1,1.76,3.63,15.09,3.63,1100000000,15.09,430510000,4.65,3.3,18.2,300830000,3.2,1390000000,2.52,22.42,581870000,0.19
103.04,10.66,0.78,0.92,8.32,11.51,0.54,10.9,82.29,24390000000,24390000000,8.03,0.94,0.64,5.3,0.64,18690000000,5.3,2710000000,5.75,90.5,6,40210000000,82.73,33930000000,1.14,66.72,24390000000,2.5
101.8,8.31,0.54,0.63,7.06,9.5,0.44,8.83,85.03,14390000000,14390000000,6.2,0.48,0.35,3.5,0.35,18690000000,3.5,2780000000,5.79,22.2,11.5,43850000000,90.23,36280000000,2.01,71.79,14390000000,2.57
95.87,8,0.52,0.64,6.92,9.84,0.49,8.97,94.67,10370000000,10370000000,7.37,0.61,0.23,2.19,0.23,18690000000,2.19,3120000000,6.41,23.3,50.4,49530000000,104.94,36240000000,1.99,78.39,12760000000,2.24
96.91,8.51,0.59,0.77,7.48,10.88,0.57,10.47,102.14,17090000000,17090000000,7.42,0.72,0.35,3.04,0.35,22140000000,3.04,3470000000,7.22,287.6,45.3,48400000000,102.97,36640000000,1.06,79.2,12380000000,2.13
100.36,7.58,0.48,0.67,6.77,10.99,0.57,9.62,111.15,15440000000,15440000000,6.96,0.68,0.3,2.54,0.3,22140000000,2.54,3390000000,7.15,178.6,31.8,48580000000,104.24,38770000000,1.55,81.59,13240000000,1.67
5.27,36.61,11.24,3.53,44.82,44.53,4.88,8.76,9.95,22670000000,22670000000,18.08,3.38,13.47,20.48,13.47,1120000000,20.48,505870000,3.01,66.3,6.7,145100000,0.85,461880000,4.27,31.4,22670000000,0.96
4.3,44.46,13.02,4.72,44.11,48.18,6.03,9.52,10.86,27530000000,27530000000,20.16,4.66,14.89,22.08,14.89,1210000000,22.08,537160000,3.16,4,4.3,438480000,2.56,368730000,3.33,29.7,1230000000,0.84
1.63,39.53,14.43,5.32,49.56,49.66,6.39,10.95,11.16,32050000000,32050000000,21.31,3.78,16.82,24.5,16.82,1290000000,24.5,693650000,4.11,2.6,7.5,398250000,2.32,142420000,2.99,30.1,1320000000,0.77
33.52,9.37,0.23,1.86,2.48,2.82,6.41,18.74,264.25,41210000000,41210000000,8.77,0.75,0.25,7.37,0.25,20940000000,7.37,4120000000,6.48,64.8,9,3470000000,5.59,6970000000,1.44,33.32,4300000000,2.19
33.52,9.55,0.23,1.84,2.48,2.82,6.41,18.74,264.25,39450000000,39450000000,8.69,0.68,0.24,7.05,0.24,20940000000,7.05,4120000000,6.48,64.8,9,3470000000,5.59,6970000000,1.44,33.32,4300000000,2.19
0.04,31.04,1.24,1.45,3.9,6.79,3.94,4.8,18.72,4340000000,4340000000,18.94,1.67,1.1,10.5,1.1,634420000,10.5,153180000,0.72,23.4,12.3,539220000,2.5,1330000,3.19,15.62,4340000000,1.05
0.857,20.83,2.2,4.09,10.94,16.88,8.18,21.44,18.906,13690000000,16640000000,17.64,2.03,2.65,10.29,2.65,2280000000,10.29,671000000,2.024,43,9.5,22000000,0.07,2890000000,0.97,10.375,1200000000,0.983
0.977,22.77,2.34,4.3,10.86,16.73,8.19,21.27,19.903,15440000000,18960000000,17.42,1.99,2.88,11.28,2.88,2610000000,11.28,697000000,2.1,19.1,17.5,25000000,0.08,3530000000,0.93,11.149,1240000000,0.902
0.977,23.02,2.38,4.36,10.86,16.73,8.19,21.27,19.903,15610000000,19110000000,17.61,2,2.9,11.37,2.9,2610000000,11.37,697000000,2.1,19.1,17.5,25000000,0.08,3530000000,0.93,11.149,1240000000,0.788
108.3,19.55,2.87,5.36,15.13,22.06,9.22,27.49,37.53,39620000000,39620000000,17.64,1.89,3.53,11.42,3.53,4790000000,11.42,1700000000,5.61,0.2,4.2,108000000,0.36,7140000000,1.12,20.24,2660000000,0.82
110.33,19.56,2.9,5.36,15.08,21.63,8.81,27.49,37.63,39710000000,39710000000,16.05,1.53,3.54,11.58,3.54,4830000000,11.58,1690000000,5.61,1.4,0.1,157000000,0.53,7360000000,1.13,20.47,2750000000,0.74
127.95,20.65,3,5.48,14.76,21.51,8.29,25.87,37.86,42480000000,42480000000,16.95,1.54,3.77,12.35,3.77,4830000000,12.35,1660000000,5.53,6.7,1.7,113000000,0.38,8680000000,1.09,20.86,2820000000,0.75
0.829,11.25,2.68,2.41,24.02,24.44,9.83,22.81,13.205,4300000000,5680000000,14.72,1.32,3.6,6.26,3.6,899910000,6.26,379080000,3.181,1437,82.9,9020000,0.08,1460000000,0.48,14.642,880520000,0.599
0.933,15.18,2.9,1.86,15.74,24.29,6.02,13.88,14.192,4940000000,7410000000,13.56,1.57,4.35,7.13,4.35,899910000,7.13,268180000,2.234,1437,82.9,2950000,0.02,2460000000,0.407,18.184,974480000,0.687
44.93,15.58,4.22,1.93,27,47.53,6.99,14.35,21.89,13250000000,13250000000,12.42,0.86,5.11,5.86,5.11,2330000000,5.86,675060000,5.66,38.4,51.7,316920000,2.58,2620000000,1.23,46.11,1810000000,1.56
41.61,239.62,6.65,2.68,2.74,10.5,1.45,1.32,22.92,22020000000,22020000000,24.12,1.75,7.71,12.94,7.71,2180000000,12.94,32490000,0.6,53.1,7.6,430300000,3.15,3020000000,1.23,51.95,1770000000,1.41
8.505,44.75,13.73,6.81,31.39,41.78,15.1,17.42,5.155,58520000000,52770000000,32.39,2.27,12.41,29.56,12.41,2540000000,29.56,1330000000,1.614,130.1,30.6,5610000000,6.92,8.505,8.505,10.578,2100000000,1.854
8.813,36.69,12.55,6.4,34.88,44.16,17.64,20.15,5.62,58440000000,53150000000,30.56,1.69,11.38,25.68,11.38,2540000000,25.68,1630000000,1.957,130.1,30.6,5500000000,6.76,8.813,8.813,11.253,2220000000,1.717
8.813,44.33,14.91,7.61,34.88,44.16,17.64,20.15,2.81,70560000000,64230000000,36.12,2.11,13.75,31.03,13.75,2540000000,31.03,1630000000,0.978,130.1,30.6,5500000000,3.38,8.813,8.813,5.627,2220000000,1.756
7.711,33.74,12.7,6.39,36.09,42.36,17.82,20.02,3.001,59890000000,56090000000,25.2,1.5,11.08,26.12,11.08,3400000000,26.12,1830000000,1.083,107.9,22.9,6120000000,3.72,7.711,7.711,5.911,2470000000,1.227
7.711,34.12,12.13,6.11,36.09,42.36,17.82,20.02,3.001,60560000000,54690000000,25.31,1.47,10.8,25.47,10.8,3400000000,25.47,1830000000,1.08,107.9,22.9,6120000000,3.72,7.711,7.711,5.911,2400000000,1.227
4.86,22.83,6.35,3.33,29.48,32.27,8.63,18.04,8.41,78200000000,78200000000,16.06,0.96,5.67,14.36,5.67,7470000000,14.36,4180000000,2.44,34.9,34.2,10730000000,6.39,1280000000,2.88,15.67,78200000000,1.05
4.32,21.66,6.15,3.41,28.48,35.44,9.89,19.05,9.02,81510000000,81510000000,13.62,0.98,5.45,12.82,5.45,10080000000,12.82,4570000000,2.52,22.1,39.5,11650000000,6.93,1160000000,2.7,16.03,81510000000,1
2.97,17.22,5.77,3.14,32.09,32.14,9.52,17.31,10.84,87620000000,87620000000,14.25,1.09,4.77,12.91,4.77,10080000000,12.91,5150000000,3.39,16.6,27.7,13400000000,7.82,968000000,2.97,18.63,6410000000,1.2
4.15,19.18,6.04,3.42,32.09,31.77,9.41,17.31,10.84,98810000000,98810000000,15.87,1.22,5.38,14.71,5.38,10080000000,14.71,5150000000,3.39,16.6,27.7,13400000000,7.86,1350000000,2.97,19.03,6410000000,1.27
4.15,17.05,5.34,3.03,32.09,31.77,9.41,17.31,10.84,86120000000,86120000000,14.04,1.1,4.69,12.82,4.69,10080000000,12.82,5150000000,3.39,16.6,27.7,13400000000,7.86,1350000000,2.97,19.03,6410000000,1.3
0.09,17.57,5.59,3.23,32.33,30.78,9.55,18.12,11.99,1.01E+11,1.01E+11,13.69,1.01,4.94,13.99,4.94,12020000000,13.99,5830000000,3.79,36,28.6,13280000000,7.73,31000000,3.42,20.59,6190000000,1.2
0.09,16.88,5.34,3.09,32.33,30.78,9.55,18.12,11.99,96600000000,96600000000,13.02,0.96,4.72,13.37,4.72,12020000000,13.37,5830000000,3.79,36,28.6,13280000000,7.73,31000000,3.42,20.59,6190000000,1.17
0.06,17.92,5.1,2.93,28.88,30.79,9.34,17.87,12.64,96710000000,96710000000,13.01,0.92,4.47,12.68,4.47,12020000000,12.68,6230000000,3.56,16.3,23.9,13490000000,7.81,22000000,3.38,21.79,6520000000,1.16
1.193,15.43,0.57,1.98,3.84,6.14,3.58,14.15,76.448,2920000000,4500000000,13.66,1.03,0.9,4.06,0.9,1320000000,4.06,192400000,2.939,40.3,0.5,78390000,1.22,1720000000,1.001,22.405001,826690000,0.805
0.923,13.7,0.59,2.05,4.19,6.43,3.95,15.23,78.425,2890000000,4190000000,13.56,1.04,0.81,3.68,0.81,1320000000,3.68,215570000,3.29,40.3,0.5,101000000,1.57,1390000000,0.816,22.405001,826690000,0.805
1.181,12.92,0.54,1.83,4.19,6.43,3.95,15.24,78.425,2720000000,4400000000,11.82,0.88,0.85,3.87,0.85,3490000000,3.87,215610000,3.29,64,7.2,100970000,1.58,1780000000,0.844,23.483,883030000,0.745
1.181,12.23,0.51,1.76,4.19,6.43,3.95,15.24,78.425,2580000000,4330000000,11.19,0.84,0.84,3.81,0.84,3490000000,3.81,215610000,3.29,64,7.2,100970000,1.58,1780000000,0.844,23.483,883030000,0.635
260.36,13.98,0.47,2,3.36,7.46,3.66,14.42,124.03,6700000000,6700000000,10.45,1.03,1.07,4.8,1.07,1250000000,4.8,198330000,4.09,12,2.8,67710000,1.32,3820000000,0.82,28.57,1130000000,1.7
257.9,14.26,0.49,2.08,3.43,7.65,3.63,14.45,124.26,6800000000,6800000000,10.88,1.2,1.08,4.8,1.08,1250000000,4.8,204320000,4.19,16.3,1.7,76490000,1.47,3850000000,0.91,28.72,1190000000,1.67
62.33,15.83,2.54,3.3,16.18,31.03,9.19,21.37,14.68,22830000000,22830000000,13.2,1.75,2.67,8.13,2.67,4390000000,8.13,1380000000,2.36,330.5,0.3,3000000000,5.15,4110000000,1.1,11.31,22830000000,0.68
55.92,17.11,2.62,3.38,15.7,29.69,9.75,20.57,14.71,25310000000,25310000000,13.86,1.46,2.95,9.39,2.95,4390000000,9.39,1350000000,2.3,10.9,1,1360000000,2.33,3720000000,1.05,11.41,25310000000,0.63
54.69,18.38,2.82,3.58,15.61,29.48,9.36,19.98,14.65,25720000000,25720000000,14.05,2.48,3.01,9.68,3.01,4390000000,9.68,1330000000,2.27,3.7,1.7,2010000000,3.45,3670000000,1.09,11.52,1110000000,0.63
67.44,16.65,2.8,4.05,17.29,33.69,11,23.09,14.54,25580000000,25580000000,13.32,2.29,3.08,8.73,3.08,3930000000,8.73,1440000000,2.5,6.6,3.8,1240000000,2.22,3860000000,0.74,10.25,1490000000,0.42
96.92,20.54,3.03,4.78,15.32,31.88,10.08,22.11,14.68,27690000000,27690000000,13.58,1.84,3.34,9.97,3.34,3980000000,9.97,1270000000,2.24,54.3,0.2,2500000000,4.53,5100000000,1.28,9.51,1570000000,0.46
0.45,467.14,3.19,1.8,0.12,2.02,0.04,0.07,7.686,2590000000,2940000000,24.52,13.41,3.71,26.39,3.71,114340000,26.39,0.007,0.007,109,10,292980000,2.74,637300000,4.47,13.109,77320000,1.422
0.454,114.92,4.34,2.17,3.72,8,1.08,1.88,6.7,3080000000,3250000000,16.96,1.35,4.59,24.18,4.59,114340000,24.18,26370000,0.25,109,10,465980000,4.31,639270000,3.47,13.117,85060000,1.351
33.6,13.26,3.71,1,28.3,17.8,1.94,3.92,9.69,5260000000,5260000000,9.92,0.75,4.41,12.02,4.41,431160000,12.02,170940000,2.71,89.4,57,665600000,5.39,1490000000,3.28,35.95,111580000,1.76
33.6,12.08,3.47,0.93,28.29,17.25,1.88,3.92,9.66,4970000000,4970000000,10.1,0.7,4.16,11.52,4.16,431160000,11.52,170890000,2.71,89.4,57.1,665640000,5.36,1490000000,3.28,35.76,111590000,1.75
31.11,23.52,3.06,0.9,13.07,17.73,2.12,3.74,10.69,5130000000,5130000000,11.62,0.72,3.91,10.9,3.91,431160000,10.9,165840000,1.38,85.8,50.8,328300000,2.62,1390000000,3.47,35.7,156180000,1.78
31.11,25.52,3.26,0.96,13.07,18.15,2.17,3.74,10.67,5430000000,5430000000,14.51,0.48,4.13,11.39,4.13,431160000,11.39,165880000,1.38,85.8,50.8,328290000,2.64,1390000000,3.47,36.06,156170000,1.84
44.35,21.44,2.79,0.86,12.97,19.5,2.37,4.59,11.32,4870000000,4870000000,7.99,0.62,3.5,9.37,3.5,640430000,9.37,203300000,1.46,19.9,28.8,1020000000,8.24,2010000000,5.28,36.48,393710000,1.77
43.63,21.26,2.92,0.92,13.71,20.47,2.59,4.8,11.81,5230000000,5230000000,9.11,0.62,3.6,9.49,3.6,640430000,9.49,215900000,1.61,37.5,18.2,1020000000,8.21,2010000000,6.53,37.09,433710000,1.75
0.003,79.2,1.96,5.25,2.58,4.38,5.75,7.36,12.681,4450000000,3970000000,26.9,2.01,1.78,39.34,1.78,726740000,39.34,57550000,0.326,194.7,3.7,419510000,2.43,2380000,3.255,4.85,147080000,1.243
0.003,53.15,2.06,5.82,3.93,6.57,9.21,11.92,13.798,5000000000,4600000000,28.52,1.96,1.89,28.78,1.89,726740000,28.78,95780000,0.542,194.7,3.7,412570000,2.38,2360000,3.05,4.965,150320000,1.234
0.003,52.58,2.05,5.82,3.93,6.57,9.21,11.92,13.875,4950000000,4600000000,21.31,1.25,1.89,28.75,1.89,726740000,28.75,95780000,0.54,194.7,3.7,412570000,2.38,2360000,3.05,4.965,150320000,1.376
0.21,66.41,1.39,5.27,2.08,3.61,5.6,7.62,22.23,4090000000,4090000000,19.88,2.37,1.29,23.97,1.29,1190000000,23.97,63730000,0.44,83.2,15.5,315140000,2.15,1780000,2.38,5.71,4090000000,1.14
0.21,28.97,1.05,4.85,3.61,6.03,10.63,16.09,25.87,3600000000,3600000000,18.37,0.88,0.99,13.23,0.99,1190000000,13.23,130030000,0.91,114.2,20.5,242730000,1.7,1690000,2.08,5.54,3600000000,1.4
0.21,27.02,1.06,5.01,3.97,6.6,12.05,18.34,26.89,3640000000,3640000000,16.46,0.91,0.96,12.11,0.96,1490000000,12.11,147760000,1.04,71.9,14.3,279340000,2.01,1660000,2.13,5.75,256320000,1.59
0.21,26.64,1.04,4.91,3.97,6.6,12.05,18.34,26.89,3660000000,3660000000,16.23,0.91,0.97,12.16,0.97,1490000000,12.16,147760000,1.04,71.9,14.3,279340000,2.01,1660000,2.13,5.75,256320000,1.59
0.18,24.1,1.17,5.7,5.11,8.81,16.8,25.56,29.75,4660000000,4660000000,16.95,1.2,1.13,11.34,1.13,1650000000,11.34,208860000,1.5,37.5,6.2,287640000,2.1,1540000,2.12,6.15,289180000,1.52
0.221,19.23,1.27,2.48,6.47,10.41,8.1,13.72,25.172,3210000000,3150000000,13.35,1.41,1.25,9.18,1.25,1150000000,9.18,167640000,1.673,191.1,6.2,337700000,3.39,284750000,2.445,12.957,190300000,0.871
