DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta
48.54,29.74,2.25,7.72,7.96,13.69,12.26,29.62,43.51,19950000000,19950000000,23.08,2.24,2.32,13.71,2.32,5970000000,13.71,683600000,3.39,116.9,16.4,1100000000,5.59,1230000000,1.88,12.73,19950000000,1.46
48.74,29.3,2.43,9.07,8.57,14.3,13.96,34.25,46.76,22650000000,22650000000,22.34,1.71,2.46,14.07,2.46,6870000000,14.07,788300000,3.93,45.8,18.4,719500000,3.74,1210000000,1.81,12.79,22650000000,1.44
42.07,28.96,2.78,8.72,9.74,14.99,13.72,32.33,25.84,27470000000,27470000000,24.32,1.92,2.74,15,2.74,7720000000,15,977000000,2.48,37.1,1.9,1440000000,3.71,1350000000,2.24,8.24,1190000000,1.28
0.011,34.62,3.6,2.57,10.59,12.69,5.94,7.82,3.361,29710000000,27130000000,19.94,1.21,3.3,16.34,3.3,4210000000,16.34,871190000,0.36,75.6,32,2710000000,1.13,128640000,1.638,4.791,2100000000,2.616
18.06,22.49,2.46,2.51,11.45,17.14,6.59,12.42,9,42370000000,42370000000,12.39,0.88,2.28,10.19,2.28,10030000000,10.19,2120000000,0.95,28.2,20.4,5330000000,2.58,3450000000,1.05,8.82,42370000000,0.81
18.22,21.32,2.28,2.47,11.69,17.73,6.98,13.15,9.37,42810000000,42810000000,12.53,0.87,2.22,9.59,2.22,10030000000,9.59,2260000000,1,28.2,18.2,4760000000,2.33,3430000000,1,8.78,5000000000,0.91
18.22,21.78,2.27,2.45,11.69,17.73,6.98,13.15,9.37,42610000000,42610000000,12.8,0.85,2.21,9.54,2.21,10030000000,9.54,2260000000,1,28.2,18.2,4760000000,2.33,3430000000,1,8.78,5000000000,0.91
17.18,26.55,2.99,3.15,12.3,18.02,6.92,13.7,9.73,56950000000,56950000000,14.72,1.12,2.85,12.26,2.85,10020000000,12.26,2460000000,1.1,32.4,14,6320000000,3.08,3420000000,1.12,9.25,5670000000,1.17
8.16,23.87,2.86,2.92,12.55,18.44,7.25,13.85,9.97,53460000000,53460000000,13.83,1.08,2.61,11.03,2.61,12170000000,11.03,2570000000,1.16,23,10.6,6340000000,3.02,1720000000,1.27,9.55,6220000000,1.2
8.16,22.21,2.43,2.48,12.55,18.45,7.25,13.85,9.97,49200000000,49200000000,12.81,0.93,2.4,10.14,2.4,12170000000,10.14,2570000000,1.15,23,10.6,6340000000,3.02,1720000000,1.27,9.55,6220000000,1.4
8.16,22.21,2.43,2.48,12.55,18.45,7.25,13.85,9.97,49200000000,49200000000,12.81,0.93,2.4,10.14,2.4,12170000000,10.14,2570000000,1.15,23,10.6,6340000000,3.02,1720000000,1.27,9.55,6220000000,1.42
7.76,22.63,2.74,2.74,12.76,18.72,7.29,13.76,10.15,53520000000,53520000000,13.9,1.11,2.55,10.66,2.55,12170000000,10.66,2670000000,1.21,18.9,9.6,5650000000,2.69,1710000000,1.19,9.98,6400000000,1.38
7.48,20.19,2.54,2.54,12.68,18.55,7.15,13.67,10.23,49630000000,49630000000,12.83,1,2.33,9.8,2.33,12170000000,9.8,2690000000,1.22,3.4,6,5450000000,2.59,1710000000,1.15,9.98,6550000000,1.4
7.27,17.42,2.17,2.11,12.59,18.66,6.98,13.18,10.37,40790000000,40790000000,10.39,0.91,1.88,7.87,1.88,13640000000,7.87,2730000000,1.23,4.6,8.2,6170000000,2.93,1710000000,1.19,10.61,6260000000,1.41
7.11,18.56,2.19,2.12,12.39,18.56,7.07,12.79,10.47,44100000000,44100000000,11.12,0.91,2,8.42,2,13640000000,8.42,2730000000,1.23,1.2,5.8,6530000000,3.11,1700000000,1.21,10.79,6290000000,1.4
1.989,32.31,0.63,3.88,1.98,2.64,2.16,12.33,81.723,4050000000,5920000000,14.8,2.28,0.93,11.88,0.93,810000000,11.88,126000000,1.612,542.6,9,179000000,2.3,2070000000,1.636,13.358,499000000,0.903
83.95,9.93,0.83,2.87,9.38,15.73,10.91,31.86,92.75,6240000000,6240000000,8.3,1.3,0.94,4.77,0.94,1470000000,4.77,571000000,8.44,42.6,25.5,834000000,11.89,1600000000,2.1,27.19,6240000000,2.11
150.03,19.56,1.2,3.33,6.13,13.66,8.2,20.37,57.34,14950000000,14950000000,9.49,1.12,1.74,9.55,1.74,1760000000,9.55,524000000,3.43,56.3,26.7,178000000,1.15,4780000000,2.12,20.06,1110000000,1.77
0.558,22.82,1.83,3.95,8.05,11.86,7.93,18.25,37.033,28550000000,31240000000,17.58,1.29,2,14.83,2,4900000000,14.83,1260000000,2.982,792.6,1,1350000000,3.21,4040000000,1.479,17.257,2330000000,1.014
0.544,20.58,1.7,3.56,8.2,12.07,8.09,18.39,37.917,26820000000,29500000000,16.53,1.5,1.85,13.51,1.85,5570000000,13.51,1310000000,3.11,15.4,11.9,1490000000,3.54,4170000000,1.441,18.243999,2190000000,1.031
49.91,19.74,1.99,4.26,10.2,16.68,10.26,21.73,28.95,47060000000,47060000000,14.95,1.15,2.16,10.54,2.16,8330000000,10.54,2040000000,2.92,12.9,14.6,1490000000,1.98,5150000000,1.48,13.49,47060000000,1.23
49.29,15.13,1.52,3.5,10.24,17.46,11.32,24.43,32.15,40090000000,40090000000,12.27,1.05,1.66,7.87,1.66,8330000000,7.87,2450000000,3.28,1.6,24.8,2050000000,2.75,5200000000,1.45,14.16,40090000000,1.27
54.87,14.76,1.42,3.26,9.81,16.89,10.66,22.21,32.55,37950000000,37950000000,12.22,1.24,1.58,7.74,1.58,9560000000,7.74,2330000000,3.16,2,1.1,2150000000,2.94,5850000000,1.38,14.33,3050000000,1.42
51.37,19.27,1.58,3.71,8.32,16.68,10.89,20.13,33.89,41540000000,41540000000,13.48,1.55,1.69,8.42,1.69,9770000000,8.42,2050000000,2.79,22.4,4.6,2530000000,3.5,5450000000,1.4,14.5,3270000000,1.32
51.94,20.55,1.7,3.94,8.37,16.66,10.75,19.98,34.07,44970000000,44970000000,14.82,1.68,1.82,9.1,1.82,9770000000,9.1,2070000000,2.82,2.9,0.7,2620000000,3.61,5540000000,1.53,14.72,3310000000,1.31
0.438,15.7,3.68,2.9,23.81,37.66,9.31,20.6,15.651,6720000000,7880000000,15.04,1.46,4.29,6.83,4.29,1490000000,6.83,426690000,3.629,393.4,59.6,67840000,0.58,1090000000,1.088,19.792999,1360000000,0.717
0.438,18.98,4.41,3.47,23.81,37.66,9.31,20.6,15.651,8120000000,9280000000,13.51,1.65,5.05,8.04,5.05,1490000000,8.04,426690000,3.629,393.4,59.6,67840000,0.58,1090000000,1.088,19.792999,1360000000,0.703
0.39,16.38,3.93,3.01,24.95,39.19,9.98,21.69,16.687,7890000000,8890000000,12.27,1.75,4.51,7.09,4.51,1490000000,7.09,481580000,4.061,393.4,59.6,81910000,0.69,1060000000,1.063,21.773001,1390000000,0.82
0.366,17.52,4.89,3.89,27.51,43.11,11.99,25.59,9.531,10740000000,11890000000,16.56,1.99,5.24,8.02,5.24,1810000000,8.02,613960000,2.57,45.3,24.4,20980000,0.09,1080000000,0.928,11.968,1440000000,0.801
44.81,151.28,4.47,2.4,2.78,4.41,0.83,1.61,25.16,31920000000,31920000000,17.17,2.45,5.03,13.33,5.03,4950000000,13.33,176610000,0.7,13.5,38.8,1670000000,6.22,5280000000,1.44,43.92,31920000000,0.96
44.81,151.28,4.47,2.4,2.78,4.41,0.83,1.61,25.16,31920000000,31920000000,17.17,2.45,5.03,13.33,5.03,4950000000,13.33,176610000,0.7,13.5,38.8,1670000000,6.22,5280000000,1.44,43.92,31920000000,0.96
43.8,63.99,3.71,2.22,5.69,7.9,1.65,3.71,28.37,31030000000,31030000000,22.85,2.49,4.28,9.96,4.28,4950000000,9.96,412310000,1.59,393.7,68.9,1580000000,5.87,5290000000,1.47,44.97,31030000000,1.35
38.6,19.47,2.57,1.92,13.18,19.67,4.87,10.34,36.6,29720000000,29720000000,15.07,0.67,3.06,5.5,3.06,8670000000,5.5,1280000000,4.76,141.8,37.7,294060000,1.09,5010000000,1.1,48.19,4700000000,1.42
45.91,47.17,3.06,2.62,6.29,12.42,3.4,5.54,43.95,40340000000,40340000000,16,0.91,3.42,8.65,3.42,9980000000,8.65,740990000,2.74,52.7,26.6,1110000000,4.07,6320000000,1.33,50.56,5580000000,1.42
143.47,17.77,7.96,3.09,45.53,27.72,2.34,1.06,7.37,26230000000,26230000000,21.13,2.66,12.18,20.53,12.18,1180000000,20.53,1300000,3.31,274.7,12.8,56570000,0.19,8940000000,0.61,18.66,26230000000,1.45
112.7,10.66,9.49,2.09,77.34,30.12,2.07,1.98,7.1,33260000000,33260000000,18.55,3.44,15.01,23.94,15.01,1380000000,23.94,82590000,5.45,600.4,20.8,56140000,0.16,12200000000,0.22,27.98,1010000000,0.72
0.933,12.01,2.89,3.58,24.71,26.85,9.75,30.22,17.785,3260000000,4060000000,15.25,1.7,3.6,10.51,3.6,582880000,10.51,278580000,4.393,10.3,2,53980000,0.87,848970000,0.693,14.715,145970000,0.251
1.118,13.03,3.18,4.41,24.92,27.28,9.76,31.12,18.142,3620000000,4500000000,17.01,1.89,3.92,11.28,3.92,582880000,11.28,286050000,4.516,10.3,2,46170000,0.75,927300000,0.597,13.5,172950000,0.348
1.118,12.85,3.11,4.3,24.92,27.28,9.76,31.12,18.144,3560000000,4450000000,15.68,1.68,3.88,11.16,3.88,582880000,11.16,286050000,4.52,10.3,2,46170000,0.75,927300000,0.597,13.5,172950000,0.348
1.092,13.63,3.06,4.17,23.49,25.57,9.3,30.68,18.898,3690000000,4610000000,16.14,1.74,3.87,11.89,3.87,672470000,11.89,279850000,4.43,64.6,13.8,27590000,0.45,955180000,0.643,14.332,176360000,0.372
63.81,53.87,6.52,3.13,12.09,29.98,3.71,6.12,11.68,13750000000,13750000000,23.96,1.29,7.86,12.9,7.86,1180000000,12.9,211620000,1.4,39.2,24.2,160320000,1.07,2510000000,1.32,24.18,903980000,1.11
0.473,23.29,0.44,4.68,1.9,3.42,7.67,22.28,172.737,5980000000,6280000000,16.45,0.98,0.46,11.98,0.46,866340000,11.98,260940000,3.292,23.1,8.4,300860000,3.86,605030000,0.91,16.402,461270000,0.278
0.318,18.75,0.35,3.76,1.89,3.42,7.77,21.9,179.182,4930000000,5230000000,13.81,0.85,0.37,9.6,0.37,866340000,9.6,267360000,3.388,23.1,8.4,117710000,1.52,419650000,0.826,16.992001,490640000,0.159
0.345,22.72,0.4,4.58,1.81,3.24,7.54,21.21,187.448,5840000000,6120000000,16.82,1.07,0.42,11.32,0.42,866340000,11.32,264730000,3.38,23.1,8.4,161160000,2.12,439660000,0.828,16.752001,479800000,0.088
0.29,22.12,0.42,5.25,1.92,3.29,8.08,23.03,200.144,6300000000,6430000000,15.95,1.11,0.42,11.11,0.42,944190000,11.11,293520000,3.84,11.5,13.7,255120000,3.44,378560000,0.845,16.197001,496230000,0.04
223.66,15.86,0.43,10.55,2.87,5.07,13.13,47.4,86.08,22700000000,22700000000,10.05,0.71,0.5,9.04,0.5,2960000000,9.04,1300000000,2.44,15.3,0.6,291000000,0.6,4090000000,0.57,3.74,22700000000,0.86
184.28,18.54,0.49,10.16,2.9,5.19,13.96,48.84,88.58,25840000000,25840000000,12.97,0.88,0.57,10.01,0.57,2960000000,10.01,1320000000,2.54,7.7,2.8,1060000000,2.18,3990000000,0.64,4.45,25840000000,1.09
326.49,21.42,0.57,10.61,2.77,5.15,11.34,41.97,92.09,28720000000,28720000000,13.12,0.98,0.62,11.04,0.62,3210000000,11.04,1280000000,2.53,11.9,7.1,5620000000,11.59,8080000000,1.48,5.11,2190000000,1.3
326.49,20.83,0.56,10.39,2.77,5.15,11.34,41.97,92.09,28010000000,28010000000,12.64,0.98,0.61,10.77,0.61,3210000000,10.77,1280000000,2.53,11.9,7.1,5620000000,11.59,8080000000,1.48,5.11,2190000000,1.3
68.03,31.57,0.49,1.95,1.4,3.77,6,10.5,128.34,58430000000,58430000000,11.27,0.74,0.62,11.08,0.62,7330000000,11.08,1340000000,1.75,73.6,126.5,2790000000,3.41,15920000000,0.82,28.58,4780000000,1.26
61.14,36.11,0.46,2.12,1.32,3.66,6.56,11.11,132.31,62780000000,62780000000,12.44,0.82,0.58,10.1,0.58,7330000000,10.1,1450000000,1.7,39.3,114.8,1990000000,2.43,14450000000,0.76,28.89,5210000000,1.27
0.261,49.01,5.79,2.05,12.06,20.36,2.85,4.35,5.029,4490000000,4670000000,22,2.97,6.15,15.75,6.15,337900000,15.75,91400000,0.606,82.6,13.3,280700000,1.86,558700000,2.404,14.191,295400000,1.195
0.261,56.52,6.76,2.39,12.06,20.36,2.85,4.35,5.029,5170000000,5450000000,24.64,3.09,7.19,18.4,7.19,337900000,18.4,91400000,0.606,82.6,13.3,280700000,1.86,558700000,2.404,14.182,286300000,1.148
40.03,11.68,3.26,1.2,27.57,36.64,5.55,10.9,19.28,18220000000,18220000000,7.87,0.3,4.11,8.39,4.11,2270000000,8.39,1240000000,5.25,19.5,12.7,611800000,2.63,4830000000,2.11,51.8,1980000000,1.51
0.627,22.15,1.08,2.77,4.79,7.32,5.06,14.25,53.526,8680000000,9770000000,13.69,1.56,1.21,9.93,1.21,1940000000,9.93,386000000,2.546,66.3,1.2,865000000,5.62,1950000000,1.455,20.372999,774000000,0.675
0.645,21.29,1.1,3.02,5.35,7.88,5.71,15.68,54.438,9300000000,10680000000,12.6,1.55,1.28,10.12,1.28,2160000000,10.12,448000000,2.9,37.4,11.8,579000000,3.84,1960000000,1.383,20.205999,905000000,0.595
0.492,15.3,0.98,2.69,6.6,8.88,7.55,19.88,62.529,9670000000,11140000000,10.47,1.11,1.14,8.76,1.14,2740000000,8.76,649000000,4.13,67.9,21.8,296000000,1.94,1770000000,1.407,23.523001,838000000,0.816
48.74,12.48,0.98,1.99,8.09,10.17,5.76,16.99,46.22,18370000000,18370000000,10.29,1.05,1.17,8.54,1.17,4080000000,8.54,1270000000,3.69,36.2,15.5,814000000,2.44,3780000000,1.52,23.11,18370000000,1.52
50.39,12.57,1.04,2.24,8.41,10.18,5.81,18.15,47.44,19460000000,19460000000,9.61,0.93,1.21,8.89,1.21,4790000000,8.89,1350000000,3.93,29.3,10.1,1080000000,3.24,3780000000,1.6,22.34,1250000000,1.76
47.22,9.49,0.77,1.57,8.48,10.37,5.95,17.45,48.07,15760000000,15760000000,7.56,0.84,0.97,7.04,0.97,4790000000,7.04,1370000000,4.01,8.4,4.1,811000000,2.41,3760000000,1.65,23.58,1450000000,1.76
66.59,19.51,1.73,2.01,7.27,9.14,3.81,11.13,46.24,39810000000,39810000000,12.53,1.38,2.25,17.18,2.25,4860000000,17.18,1280000000,3.33,21.5,34.1,1040000000,2.2,10130000000,1.67,32.14,1860000000,1.74
0.88,20.99,1.46,1.63,7.59,15.15,2.59,8.2,42.269,14520000000,22340000000,13.85,3.42,2.28,9.46,2.28,5350000000,9.46,720960000,3.095,52.5,10.7,587840000,2.63,8070000000,1.288,39.249001,2540000000,0.048
0.88,23,1.59,1.78,7.59,15.15,2.59,8.2,42.272,15920000000,23730000000,14.02,2.49,2.42,10.05,2.42,5350000000,10.05,720960000,3.1,52.5,10.7,587840000,2.63,8070000000,1.288,39.249001,2540000000,0.017
136.54,16.34,1.12,1.26,6.8,16.18,2.58,7.52,58.53,24030000000,24030000000,12.65,5.06,2.32,7.4,2.32,4050000000,7.4,704540000,3.97,46.3,12.7,749720000,4.22,12930000000,0.97,51.73,3220000000,0.34
0.534,452.28,2.37,3.65,0.76,3.89,0.62,1.16,14.751,2130000000,2430000000,18.81,1.66,2.7,28.8,2.7,501100000,28.8,6800000,0.079,41.8,22.2,40000000,0.67,312800000,2.137,9.803,159600000,0.163
8.16,46.75,6.42,7.29,14.33,19.13,10.07,17.28,12.35,8740000000,8740000000,40.54,2.08,6.24,27.02,6.24,922300000,27.02,200800000,1.69,34.7,7.1,361000000,3.16,100600000,2.6,10.81,8740000000,0.53
3.2,45.56,6.49,7.19,15.07,19.65,10.51,17.68,12.73,9040000000,9040000000,30.54,1.64,6.25,26.53,6.25,1040000000,26.53,218000000,1.83,36.1,13.2,396100000,3.45,41800000,3.06,11.38,9040000000,0.5
12.62,35.82,5.11,5.81,14.89,19.13,10.35,18.76,13.77,7900000000,7900000000,25.16,1.35,5.01,21.97,5.01,1040000000,21.97,234800000,1.96,1,18.1,468200000,4.08,174800000,3.88,12.07,7900000000,0.52
12.92,35.91,4.88,5.91,14.53,17.93,9.92,18.42,14.3,7720000000,7720000000,25.69,1.29,4.71,21.89,4.71,1040000000,21.89,238400000,1.99,7.5,18.3,451100000,3.95,175000000,3.91,11.86,265400000,0.44
12.9,50.69,6.71,8.33,13.73,17.76,9.78,17.31,15.16,11410000000,11410000000,29.45,1.39,6.58,31.25,6.58,1190000000,31.25,237900000,2,1.9,13.5,409500000,3.57,179400000,4.48,12.2,268900000,0.44
12.8,33.72,5.02,6.46,15.44,21.53,12.16,20.82,16.53,9150000000,9150000000,21.12,1.27,4.82,19.63,4.82,1400000000,19.63,293200000,2.48,44.4,18.7,521400000,4.57,189300000,3.72,12.94,373800000,0.66
12.1,21.1,3.92,4.77,19.26,22.32,12.56,25.01,16.86,7170000000,7170000000,18.23,1.33,3.7,14.6,3.7,1400000000,14.6,373000000,3.16,122.6,8.2,557900000,4.94,192700000,4.53,13.98,491800000,0.62
1.483,17.4,2.04,3.14,11.85,23.07,4.17,19.86,22.101,30310000000,43590000000,14.16,2.48,2.96,9.36,2.96,9440000000,9.36,1750000000,2.63,37.2,5.7,584000000,0.88,14160000000,0.9,14.408,3990000000,0.081
96.73,10.61,1.45,1.99,13.68,23.84,5.72,19.46,29.34,41210000000,41210000000,14.37,15.91,2.12,6.1,2.12,7610000000,6.1,2660000000,4.01,39.3,4.3,562000000,0.85,13650000000,1.17,21.3,41210000000,0.61
90.61,25.83,1.33,1.45,4.94,14.05,3.09,6.48,28.79,49570000000,49570000000,15.88,2.21,2.11,6.84,2.11,5370000000,6.84,1160000000,1.42,37.6,44.2,1490000000,1.74,19690000000,1.3,25.07,6130000000,0.56
1.973,39.49,1.84,7.49,4.96,7.48,13.5,21.81,28.241,5690000000,5310000000,31.02,2.48,1.7,20.48,1.7,352040000,20.48,148930000,1.351,8.4,14.3,377690000,3.54,1.973,1.973,7.161,139490000,0.655
1.973,39.27,1.82,7.41,4.96,7.48,13.5,21.81,28.241,5650000000,5280000000,31.21,2.53,1.69,20.36,1.69,352040000,20.36,148930000,1.351,8.4,14.3,377690000,3.54,1.973,1.973,7.161,161040000,0.646
0.003,39.31,1.8,7.39,4.86,7.27,13.33,21.63,29.919,5900000000,5560000000,27.4,2.21,1.67,20.75,1.67,352040000,20.75,156130000,1.41,8.4,14.3,409090000,3.84,2250000,2.026,7.571,161040000,0.595
54.59,16.56,2.04,2.58,12.09,21.14,6.56,15.59,13.19,6420000000,6420000000,11.6,1.15,1.76,7.4,1.76,2660000000,7.4,440270000,1.56,22.9,22.7,2290000000,8.35,1650000000,0.99,10.51,6420000000,1.91
54.16,16.3,1.9,2.51,12.47,20.76,6.65,16.35,13.85,6970000000,6970000000,12.6,1.2,1.84,7.78,1.84,2660000000,7.78,473260000,1.69,18.7,15.5,2010000000,7.51,1650000000,0.99,10.77,6970000000,1.63
50.53,27.25,2.37,3.86,8.95,13.72,4.34,12.93,28.71,8000000000,8000000000,18.39,1.45,2.08,11.33,2.08,2690000000,11.33,355480000,2.48,18.2,17.5,2360000000,17.48,1250000000,0.94,17.47,1270000000,0.81
53.57,12.25,0.76,4.4,6.48,11.72,16.69,42.7,24.73,1540000000,1540000000,11.4,0.65,0.72,4.85,0.72,742640000,4.85,139270000,1.6,5.9,8.3,256300000,3.02,198840000,1.65,4.37,269360000,1.32
842.06,6.39,0.34,8.36,5.21,6.61,3.11,755.33,35.91,1.21E+11,1.21E+11,6.33,0.88,0.93,8.81,0.93,24500000000,8.81,6830000000,1.74,7.7,1.3,21760000000,5.73,98550000000,1.24,1.4,1.21E+11,2.64
842.06,6.46,0.33,8.1,5.21,6.61,3.11,755.33,35.91,1.20E+11,1.20E+11,6.71,0.83,0.92,8.71,0.92,24500000000,8.71,6830000000,1.74,7.7,1.3,21760000000,5.73,98550000000,1.24,1.4,1.20E+11,2.28
578.68,6.31,0.31,6.87,5.06,6.25,3.09,317.13,35.9,1.16E+11,1.16E+11,6.62,0.78,0.86,8.62,0.86,24500000000,8.62,6790000000,1.67,2.3,10.6,20580000000,5.41,95130000000,1.23,1.57,11260000000,2.53
578.68,6.45,0.3,6.79,5.06,6.25,3.09,317.13,35.9,1.15E+11,1.15E+11,6.77,0.76,0.86,8.61,0.86,24500000000,8.61,6790000000,1.67,2.3,10.6,20580000000,5.41,95130000000,1.23,1.57,11260000000,2.53
660.13,2.56,0.35,3.13,14.83,6.02,2.99,280.3,35.92,1.24E+11,1.24E+11,7.45,1.84,0.91,9.93,0.91,22920000000,9.93,20210000000,4.94,65.8,6.6,22750000000,5.99,99490000000,1.6,3.95,9780000000,2.53
660.13,2.57,0.35,3.2,14.83,6.02,2.99,280.3,35.92,1.25E+11,1.25E+11,7.48,1.89,0.92,10.04,0.92,22920000000,10.04,20210000000,4.94,65.8,6.6,22750000000,5.99,99490000000,1.6,3.95,9780000000,2.98
660.13,2.45,0.35,3.15,14.83,6.02,2.99,280.3,35.92,1.24E+11,1.24E+11,7.11,1.86,0.91,9.96,0.91,22920000000,9.96,20210000000,4.94,65.8,6.6,22750000000,5.99,99490000000,1.6,3.95,9780000000,2.98
603.54,2.03,0.28,2.32,14.06,5.43,2.63,199.47,35.67,1.14E+11,1.14E+11,5.85,0.62,0.84,9.67,0.84,22920000000,9.67,19060000000,4.71,45.3,2,23060000000,6.04,1.00E+11,1.62,4.35,9360000000,1.81
603.54,1.97,0.26,2.1,14.06,5.43,2.63,199.47,35.67,1.13E+11,1.13E+11,5.83,0.63,0.83,9.57,0.83,22920000000,9.57,19060000000,4.71,45.3,2,23060000000,6.04,1.00E+11,1.62,4.35,9360000000,1.81
584.91,2.3,0.29,2.26,13.28,4.99,2.38,157.85,35.03,1.15E+11,1.15E+11,6.79,0.77,0.86,10.15,0.86,22920000000,10.15,17700000000,4.4,56.6,6.5,23790000000,6.24,99900000000,1.68,4.47,9540000000,1.68
584.91,2.31,0.3,2.33,13.28,4.99,2.38,157.85,35.03,1.15E+11,1.15E+11,6.93,0.78,0.86,10.17,0.86,22920000000,10.17,17700000000,4.4,56.6,6.5,23790000000,6.24,99900000000,1.68,4.47,9540000000,1.72
525.73,2.52,0.32,2.25,13.35,5.15,2.46,140.16,34.76,1.19E+11,1.19E+11,7.61,1.44,0.9,10.24,0.9,22920000000,10.24,17680000000,4.41,1.1,2.6,24100000000,6.32,1.01E+11,1.68,4.94,9170000000,1.65
525.73,3.1,0.4,2.81,13.35,5.15,2.46,140.16,34.76,1.30E+11,1.30E+11,9.37,1.39,0.98,11.14,0.98,22920000000,11.14,17680000000,4.41,1.1,2.6,24100000000,6.32,1.01E+11,1.68,4.94,9170000000,1.51
599.03,10.03,0.42,3.28,4.27,4.83,2.21,33.97,35.79,1.40E+11,1.40E+11,8.92,0.97,1.01,11.63,1.01,21670000000,11.63,5880000000,1.48,15.4,10.4,24180000000,6.15,1.08E+11,1.64,4.48,7180000000,1.56
5.838,44.76,3.98,7,8.94,14.4,14.67,16.69,13.743,4170000000,4100000000,28.8,1.76,3.93,23.91,3.93,489070000,23.91,93230000,1.229,11.4,9.9,75690000,5.838,5.838,5.838,7.815,110010000,0.458
6.029,39.68,3.98,7.24,10.04,16.1,17.04,19.56,15.422,4660000000,4630000000,29.39,1.46,3.95,21.93,3.95,489070000,21.93,117610000,1.548,11.4,9.9,33620000,0.44,6.029,6.029,8.501,67460000,0.582
20.04,742.67,12.22,5.24,1.04,10.57,3.14,0.64,2.54,54620000000,54620000000,33.51,1.54,10.73,46.01,10.73,3720000000,46.01,32000000,0.02,78.8,40.1,9630000000,4.04,2360000000,10.71,4.98,1610000000,1.41
1.677,46.64,3.49,6.38,10.28,29.07,5.02,15.5,12.265,6420000000,7820000000,16.35,0.73,3.3,8.73,3.3,903590000,8.73,156780000,0.771,10.3,15.8,551950000,3.09,1950000000,2.084,5.807,40830000,0.973
1.677,54.24,3.09,6.32,10.28,29.07,5.03,15.5,12.265,7470000000,8740000000,19.01,0.85,3.68,9.75,3.68,903590000,9.75,156780000,0.77,10.3,15.8,551950000,3.09,1950000000,2.084,6.508,40830000,0.924
1.677,50.79,3.03,6.15,10.28,29.07,5.02,15.5,12.265,7040000000,9700000000,16.81,0.77,4.09,10.82,4.09,706500000,10.82,156780000,0.77,11.3,7.2,551950000,3.07,1950000000,2.093,6.501,341360000,0.907
19.58,6.95,1.65,2.39,24.5,49.01,22.92,43.09,23.6,39130000000,39130000000,8.19,0.76,1.75,3.21,1.75,9590000000,3.21,5470000000,5.72,10.6,0.8,5130000000,5.41,3540000000,3.37,16.2,39130000000,1.67
19.58,7.21,1.71,2.49,24.5,49.01,22.92,43.09,23.6,40610000000,40610000000,8.49,0.75,1.82,3.33,1.82,9590000000,3.33,5470000000,5.72,10.6,0.8,5130000000,5.41,3540000000,3.37,16.2,40610000000,1.67
19.58,6.43,1.56,2.27,24.5,49.01,22.92,43.09,23.6,37260000000,37260000000,7.81,1.22,1.67,3.06,1.67,9590000000,3.06,5470000000,5.72,10.6,0.8,5130000000,5.41,3540000000,3.37,16.2,7930000000,1.61
19.06,8.79,1.95,2.6,21.84,43.77,18.59,34.71,22.05,42550000000,42550000000,7.67,2.4,2.04,4.13,2.04,9960000000,4.13,4560000000,4.78,58.7,25.7,4820000000,5.09,3540000000,3.42,16.5,6620000000,2.38
19.06,7.82,1.76,2.35,21.84,43.77,18.59,34.71,22.05,39440000000,39440000000,6.96,1.94,1.89,3.83,1.89,9960000000,3.83,4560000000,4.78,58.7,25.7,4820000000,5.09,3540000000,3.42,16.5,6620000000,2.38
18.24,7.88,1.52,1.86,19.34,40.14,15.53,27.62,20.87,32990000000,32990000000,6.2,1.54,1.67,3.61,1.67,9960000000,3.61,3820000000,4.01,49,19.3,4500000000,4.74,3520000000,3.51,17,5060000000,2.3
16.55,9.94,1.66,1.71,16.89,31.95,10.66,19.97,18.98,35230000000,35230000000,6.63,2.12,1.96,4.98,1.96,6450000000,4.98,3040000000,3.19,16.1,8.4,3700000000,3.9,3530000000,3.08,18.49,3770000000,2.18
46.19,9.24,1.51,1.51,16.26,29.91,8.91,18.48,18.95,31300000000,31300000000,6.32,2.04,1.74,4.63,1.74,6450000000,4.63,2920000000,3.07,15.2,0.5,9600000000,10.1,10090000000,5.06,18.88,3800000000,2.18
46.19,9.7,1.51,1.51,16.26,29.91,8.91,18.48,18.95,31300000000,31300000000,6.63,1.95,1.74,4.63,1.74,6450000000,4.63,2920000000,3.07,15.2,0.5,9600000000,10.1,10090000000,5.06,18.88,3800000000,2.18
2.027,21.72,1.12,4.01,5.23,8.24,13.39,20,29.049,5660000000,5290000000,17.65,1.22,1.05,10.42,1.05,1600000000,10.42,263180000,1.519,14.1,14.1,354790000,2.07,2.027,2.027,8.207,348230000,0.545
1.922,17.31,0.88,3.33,5.18,8.15,13.21,19.85,29.882,4510000000,4360000000,15.13,1.14,0.84,8.44,0.84,1600000000,8.44,267380000,1.547,14.1,14.1,196450000,1.17,1.922,1.922,8.145,321370000,0.505
